customer_id,recency,frequency,monetary,median_purchase_days,churn_ratio,monetary_log,cluster_assignment,segment
12396.0,309,1,931.43,309.0,1.0,6.837794081676172,2,"Experimental / Hesitant, Lower-Value Buyers"
12399.0,20,3,853.6500000000001,129.5,0.15444015444015444,6.750692028402277,0,Seasonal Buyers
12400.0,49,1,205.25,49.0,1.0,5.32908902521479,0,Seasonal Buyers
12402.0,27,5,1031.3,70.5,0.3829787234042553,6.939544601471544,0,Seasonal Buyers
12403.0,156,1,591.6600000000001,156.0,1.0,6.3846208787485486,2,"Experimental / Hesitant, Lower-Value Buyers"
12404.0,317,1,63.24,317.0,1.0,4.162626069638506,2,"Experimental / Hesitant, Lower-Value Buyers"
12406.0,34,3,2975.0600000000004,149.0,0.22818791946308725,7.998355557040069,0,Seasonal Buyers
12408.0,20,3,1452.2199999999998,56.5,0.35398230088495575,7.281537062982867,0,Seasonal Buyers
12409.0,55,4,12346.619999999999,24.0,2.2916666666666665,9.421218610934066,1,"Monthly, High-Value Buyers"
12410.0,137,1,320.38,137.0,1.0,5.772624223613607,0,Seasonal Buyers
12411.0,44,1,346.9,44.0,1.0,5.8519150821578965,0,Seasonal Buyers
12412.0,37,3,1370.05,68.5,0.5401459854014599,7.223332148627434,0,Seasonal Buyers
12413.0,37,1,241.35,37.0,1.0,5.490382962291385,0,Seasonal Buyers
12414.0,98,1,390.0,98.0,1.0,5.968707559985366,0,Seasonal Buyers
12415.0,10,7,19543.84,15.0,0.6666666666666666,9.880466591956658,1,"Monthly, High-Value Buyers"
12416.0,291,1,202.56,291.0,1.0,5.315960801720632,2,"Experimental / Hesitant, Lower-Value Buyers"
12417.0,45,11,3167.81,28.0,1.6071428571428572,8.061111402071473,1,"Monthly, High-Value Buyers"
12418.0,48,3,1352.6200000000001,108.5,0.4423963133640553,7.210537764156515,0,Seasonal Buyers
12419.0,20,2,503.01,28.0,0.7142857142857143,6.222596109144375,0,Seasonal Buyers
12421.0,50,2,291.56,90.0,0.5555555555555556,5.678669773841126,0,Seasonal Buyers
12422.0,29,11,4428.24,26.5,1.0943396226415094,8.395983290759423,1,"Monthly, High-Value Buyers"
12423.0,22,2,763.08,78.0,0.28205128205128205,6.638672495726482,0,Seasonal Buyers
12424.0,57,2,1579.07,126.0,0.4523809523809524,7.365224428837097,0,Seasonal Buyers
12425.0,83,1,964.21,83.0,1.0,6.872345694244244,0,Seasonal Buyers
12426.0,297,1,762.48,297.0,1.0,6.6378869291616915,2,"Experimental / Hesitant, Lower-Value Buyers"
12427.0,6,1,303.5,6.0,1.0,5.718671087149952,0,Seasonal Buyers
12429.0,0,3,3735.51,90.5,0.0,8.225907299668116,1,"Monthly, High-Value Buyers"
12431.0,8,11,4370.52,29.5,0.2711864406779661,8.382866053699123,1,"Monthly, High-Value Buyers"
12433.0,1,5,7205.389999999999,26.5,0.03773584905660377,8.882723411408882,1,"Monthly, High-Value Buyers"
12434.0,16,1,297.29,16.0,1.0,5.698066167660092,0,Seasonal Buyers
12435.0,31,4,6096.04,100.0,0.31,8.71555868648987,1,"Monthly, High-Value Buyers"
12437.0,30,19,7731.99,20.0,1.5,8.953250871449011,1,"Monthly, High-Value Buyers"
12439.0,317,2,1158.18,43.0,7.372093023255814,7.055468137579511,2,"Experimental / Hesitant, Lower-Value Buyers"
12440.0,97,2,859.2,255.0,0.3803921568627451,6.757164920349636,0,Seasonal Buyers
12441.0,1,1,173.55,1.0,1.0,5.162211233551045,0,Seasonal Buyers
12443.0,367,1,485.31,367.0,1.0,6.186846280636522,2,"Experimental / Hesitant, Lower-Value Buyers"
12445.0,55,1,301.58000000000004,55.0,1.0,5.7123457053166895,0,Seasonal Buyers
12449.0,45,2,768.6,28.0,1.6071428571428572,6.645870899351497,0,Seasonal Buyers
12450.0,34,3,490.32000000000005,37.5,0.9066666666666666,6.197095646670894,0,Seasonal Buyers
12451.0,98,2,3634.3599999999997,66.0,1.4848484848484849,8.198463422202693,0,Seasonal Buyers
12454.0,30,4,13151.44,4.0,7.5,9.48436257172419,1,"Monthly, High-Value Buyers"
12455.0,80,4,3413.09,95.0,0.8421052631578947,8.135666265045577,1,"Monthly, High-Value Buyers"
12457.0,70,1,632.68,70.0,1.0,6.451544095156025,0,Seasonal Buyers
12458.0,62,2,830.09,60.0,1.0333333333333334,6.7227380922401725,0,Seasonal Buyers
12459.0,240,1,454.36,240.0,1.0,6.121088314901487,2,"Experimental / Hesitant, Lower-Value Buyers"
12460.0,91,1,326.65,91.0,1.0,5.791945965485506,0,Seasonal Buyers
12466.0,317,1,56.73,317.0,1.0,4.055776969072842,2,"Experimental / Hesitant, Lower-Value Buyers"
12467.0,58,1,132.8,58.0,1.0,4.896346147694128,0,Seasonal Buyers
12468.0,161,3,2941.2,78.0,2.0641025641025643,7.986912879816112,0,Seasonal Buyers
12469.0,157,2,3070.54,14.0,11.214285714285714,8.029934343472139,0,Seasonal Buyers
12470.0,324,1,211.95,324.0,1.0,5.3610573963692225,2,"Experimental / Hesitant, Lower-Value Buyers"
12471.0,9,28,20139.739999999998,14.0,0.6428571428571429,9.91049990839795,1,"Monthly, High-Value Buyers"
12472.0,4,13,11308.48,27.0,0.14814814814814814,9.333396591041696,1,"Monthly, High-Value Buyers"
12474.0,13,12,5048.66,23.0,0.5652173913043478,8.527076193270187,1,"Monthly, High-Value Buyers"
12475.0,44,1,426.26,44.0,1.0,6.057392727222088,0,Seasonal Buyers
12476.0,31,8,7298.99,12.0,2.5833333333333335,8.89562825727253,1,"Monthly, High-Value Buyers"
12477.0,34,3,7056.63,112.0,0.30357142857142855,8.861864580078436,1,"Monthly, High-Value Buyers"
12480.0,34,3,2183.2200000000003,54.0,0.6296296296296297,7.689014064392341,0,Seasonal Buyers
12481.0,0,6,6765.07,34.0,0.0,8.819675695134018,1,"Monthly, High-Value Buyers"
12482.0,211,6,23691.4,11.0,19.181818181818183,10.072909600590481,1,"Monthly, High-Value Buyers"
12483.0,13,10,2635.6000000000004,28.0,0.4642857142857143,7.8772454873238695,1,"Monthly, High-Value Buyers"
12484.0,118,6,1828.43,10.0,11.8,7.51175972190709,0,Seasonal Buyers
12485.0,164,1,708.1,164.0,1.0,6.563996560309951,2,"Experimental / Hesitant, Lower-Value Buyers"
12486.0,66,1,1037.28,66.0,1.0,6.945320776868279,0,Seasonal Buyers
12487.0,365,1,285.29999999999995,365.0,1.0,5.657040212104069,2,"Experimental / Hesitant, Lower-Value Buyers"
12490.0,13,11,4405.71,40.0,0.325,8.390883658274694,1,"Monthly, High-Value Buyers"
12492.0,38,1,452.0,38.0,1.0,6.115892125483034,0,Seasonal Buyers
12494.0,0,3,626.77,105.5,0.0,6.4421738573469876,0,Seasonal Buyers
12495.0,275,1,357.4,275.0,1.0,5.881649681100775,2,"Experimental / Hesitant, Lower-Value Buyers"
12496.0,255,1,54.09,255.0,1.0,4.008968211484625,2,"Experimental / Hesitant, Lower-Value Buyers"
12497.0,35,2,5205.400000000001,244.0,0.14344262295081966,8.557643917024718,1,"Monthly, High-Value Buyers"
12499.0,195,1,393.72,195.0,1.0,5.9781766527810465,2,"Experimental / Hesitant, Lower-Value Buyers"
12500.0,70,7,1697.39,23.0,3.0434782608695654,7.437436022477224,1,"Monthly, High-Value Buyers"
12503.0,219,1,1126.0,219.0,1.0,7.027314514039777,2,"Experimental / Hesitant, Lower-Value Buyers"
12504.0,52,2,297.0,179.0,0.2905027932960894,5.697093486505405,0,Seasonal Buyers
12505.0,43,1,955.2,43.0,1.0,6.862967096192003,0,Seasonal Buyers
12507.0,219,1,539.25,219.0,1.0,6.292031995386996,2,"Experimental / Hesitant, Lower-Value Buyers"
12510.0,94,6,4195.450000000001,38.0,2.473684210526316,8.341994208761088,1,"Monthly, High-Value Buyers"
12511.0,63,1,3084.02,63.0,1.0,8.034313419300645,0,Seasonal Buyers
12514.0,276,1,580.08,276.0,1.0,6.364888441004683,2,"Experimental / Hesitant, Lower-Value Buyers"
12516.0,65,2,1336.56,169.0,0.38461538461538464,7.198602337577074,0,Seasonal Buyers
12519.0,111,1,385.7,111.0,1.0,5.957649198613251,0,Seasonal Buyers
12523.0,9,12,2582.38,29.0,0.3103448275862069,7.85685389803225,1,"Monthly, High-Value Buyers"
12524.0,23,8,6640.39,28.0,0.8214285714285714,8.801076557911871,1,"Monthly, High-Value Buyers"
12525.0,133,3,973.73,74.5,1.7852348993288591,6.882160509570649,0,Seasonal Buyers
12527.0,129,2,386.8,35.0,3.6857142857142855,5.9604897428085515,0,Seasonal Buyers
12529.0,163,1,316.48,163.0,1.0,5.760414824222675,2,"Experimental / Hesitant, Lower-Value Buyers"
12530.0,50,5,2096.98,41.0,1.2195121951219512,7.648730256022339,0,Seasonal Buyers
12531.0,321,1,1807.98,321.0,1.0,7.500518429502228,2,"Experimental / Hesitant, Lower-Value Buyers"
12533.0,262,2,1367.8899999999999,111.0,2.3603603603603602,7.221755471439273,2,"Experimental / Hesitant, Lower-Value Buyers"
12537.0,43,1,732.94,43.0,1.0,6.598427281404094,0,Seasonal Buyers
12538.0,13,1,276.5,13.0,1.0,5.625820933186489,0,Seasonal Buyers
12539.0,85,2,5646.400000000001,266.0,0.31954887218045114,8.638950541235412,1,"Monthly, High-Value Buyers"
12540.0,13,14,8854.25,22.0,0.5909090909090909,9.08876578245533,1,"Monthly, High-Value Buyers"
12542.0,119,2,481.88,156.0,0.7628205128205128,6.179768175579484,0,Seasonal Buyers
12543.0,83,1,980.25,83.0,1.0,6.888827269096618,0,Seasonal Buyers
12547.0,135,1,175.78,135.0,1.0,5.174906021632802,2,"Experimental / Hesitant, Lower-Value Buyers"
12549.0,210,5,1575.68,8.5,24.705882352941178,7.363076649441731,2,"Experimental / Hesitant, Lower-Value Buyers"
12553.0,20,2,916.47,38.0,0.5263157894736842,6.821619881846465,0,Seasonal Buyers
12554.0,83,1,468.5,83.0,1.0,6.1516682986483175,0,Seasonal Buyers
12555.0,317,1,129.23,317.0,1.0,4.869302117979612,2,"Experimental / Hesitant, Lower-Value Buyers"
12557.0,6,4,6725.18,114.0,0.05263157894736842,8.813762653761927,1,"Monthly, High-Value Buyers"
12562.0,20,2,1185.1799999999998,50.0,0.4,7.078493338699342,0,Seasonal Buyers
12563.0,43,1,249.24,43.0,1.0,5.522420457356946,0,Seasonal Buyers
12567.0,2,7,4308.58,47.5,0.042105263157894736,8.368595730553626,1,"Monthly, High-Value Buyers"
12568.0,279,1,70.0,279.0,1.0,4.2626798770413155,2,"Experimental / Hesitant, Lower-Value Buyers"
12570.0,317,1,77.52,317.0,1.0,4.3633533694082605,2,"Experimental / Hesitant, Lower-Value Buyers"
12573.0,16,4,556.87,41.0,0.3902439024390244,6.324125960328047,0,Seasonal Buyers
12575.0,92,2,622.8199999999999,69.0,1.3333333333333333,6.435861865217934,0,Seasonal Buyers
12576.0,27,3,826.89,67.0,0.40298507462686567,6.718880295318339,0,Seasonal Buyers
12577.0,16,3,995.95,177.5,0.09014084507042254,6.9047006182529085,0,Seasonal Buyers
12578.0,20,2,1847.94,58.0,0.3448275862068966,7.522367780887655,0,Seasonal Buyers
12580.0,211,1,637.2,211.0,1.0,6.4586517138441435,2,"Experimental / Hesitant, Lower-Value Buyers"
12582.0,57,2,1469.04,155.0,0.36774193548387096,7.293044890286926,0,Seasonal Buyers
12583.0,8,13,7166.0599999999995,32.0,0.25,8.877250807662518,1,"Monthly, High-Value Buyers"
12586.0,9,3,1865.73,174.5,0.05157593123209169,7.531943516050998,0,Seasonal Buyers
12588.0,34,2,743.88,198.0,0.1717171717171717,6.613223131580274,0,Seasonal Buyers
12589.0,56,3,4048.98,134.0,0.417910447761194,8.306467221816787,1,"Monthly, High-Value Buyers"
12591.0,25,2,899.3,18.0,1.3888888888888888,6.802728041114431,0,Seasonal Buyers
12592.0,154,1,2145.06,154.0,1.0,7.671388881793274,0,Seasonal Buyers
12594.0,13,5,1751.89,63.5,0.2047244094488189,7.469021133380235,0,Seasonal Buyers
12595.0,139,1,299.02,139.0,1.0,5.703849139100744,0,Seasonal Buyers
12598.0,98,3,1511.01,92.5,1.0594594594594595,7.321195170474221,0,Seasonal Buyers
12599.0,16,6,1264.14,29.0,0.5517241379310345,7.1429380669746925,0,Seasonal Buyers
12600.0,6,12,2444.88,23.0,0.2608695652173913,7.802160255354363,1,"Monthly, High-Value Buyers"
12601.0,39,1,104.19999999999999,39.0,1.0,4.65586330030361,0,Seasonal Buyers
12605.0,11,4,1232.95,35.0,0.3142857142857143,7.117975685005857,0,Seasonal Buyers
12606.0,317,1,21.0,317.0,1.0,3.091042453358316,2,"Experimental / Hesitant, Lower-Value Buyers"
12608.0,39,1,415.79,39.0,1.0,6.03258249782888,0,Seasonal Buyers
12609.0,9,6,2309.01,63.0,0.14285714285714285,7.745007132510798,1,"Monthly, High-Value Buyers"
12613.0,23,5,3490.69,79.5,0.2893081761006289,8.158141138677466,1,"Monthly, High-Value Buyers"
12615.0,48,3,3449.79,109.0,0.44036697247706424,8.146358469319471,1,"Monthly, High-Value Buyers"
12616.0,23,1,417.8,23.0,1.0,6.037393478996382,0,Seasonal Buyers
12619.0,195,1,140.14,195.0,1.0,4.949752305572684,2,"Experimental / Hesitant, Lower-Value Buyers"
12621.0,0,16,11086.14,19.0,0.0,9.313541157094088,1,"Monthly, High-Value Buyers"
12623.0,51,6,3442.74,49.0,1.0408163265306123,8.144313369085756,1,"Monthly, High-Value Buyers"
12625.0,144,2,2481.06,87.0,1.6551724137931034,7.816844139525548,0,Seasonal Buyers
12629.0,20,2,1558.22,38.0,0.5263157894736842,7.3519409752019005,0,Seasonal Buyers
12631.0,91,4,2841.07,88.0,1.0340909090909092,7.952287938895591,0,Seasonal Buyers
12632.0,155,2,804.88,44.0,3.522727272727273,6.691934848047708,0,Seasonal Buyers
12633.0,17,3,3514.18,71.5,0.23776223776223776,8.164846012037465,1,"Monthly, High-Value Buyers"
12634.0,170,2,490.0,13.0,13.076923076923077,6.19644412779452,2,"Experimental / Hesitant, Lower-Value Buyers"
12635.0,27,2,1241.23,64.0,0.421875,7.12466343053395,0,Seasonal Buyers
12636.0,373,1,141.0,373.0,1.0,4.955827057601261,2,"Experimental / Hesitant, Lower-Value Buyers"
12637.0,13,4,2318.41,43.0,0.3023255813953488,7.749068121973169,0,Seasonal Buyers
12638.0,274,1,249.8,274.0,1.0,5.524655808758766,2,"Experimental / Hesitant, Lower-Value Buyers"
12639.0,69,2,826.27,193.0,0.35751295336787564,6.71813112299784,0,Seasonal Buyers
12643.0,20,6,5005.780000000001,30.0,0.6666666666666666,8.518548272878501,1,"Monthly, High-Value Buyers"
12644.0,65,3,1440.5800000000002,132.0,0.49242424242424243,7.2734950132839185,0,Seasonal Buyers
12645.0,44,4,1764.12,55.0,0.8,7.475973955724828,0,Seasonal Buyers
12647.0,2,23,14201.53,15.0,0.13333333333333333,9.561175396733223,1,"Monthly, High-Value Buyers"
12648.0,72,3,793.95,132.0,0.5454545454545454,6.678279219594718,0,Seasonal Buyers
12649.0,17,5,1671.1399999999999,75.5,0.2251655629139073,7.42185952219673,0,Seasonal Buyers
12651.0,13,3,263.75,43.5,0.2988505747126437,5.578785984481516,0,Seasonal Buyers
12652.0,69,1,97.05000000000001,69.0,1.0,4.585477552642355,0,Seasonal Buyers
12653.0,161,1,1950.98,161.0,1.0,7.576599521018909,0,Seasonal Buyers
12655.0,58,1,261.35,58.0,1.0,5.569679490132721,0,Seasonal Buyers
12656.0,60,3,2356.66,68.5,0.8759124087591241,7.765424880709422,0,Seasonal Buyers
12661.0,71,1,162.0,71.0,1.0,5.093750200806762,0,Seasonal Buyers
12662.0,8,10,3138.2400000000002,23.0,0.34782608695652173,8.051736011389762,1,"Monthly, High-Value Buyers"
12663.0,259,2,239.4,44.0,5.886363636363637,5.4823042026610525,2,"Experimental / Hesitant, Lower-Value Buyers"
12664.0,149,2,1188.16,212.0,0.7028301886792453,7.081002454500384,0,Seasonal Buyers
12665.0,52,2,250.60000000000002,252.0,0.20634920634920634,5.527840524826286,0,Seasonal Buyers
12666.0,29,1,1248.42,29.0,1.0,7.130434722615036,0,Seasonal Buyers
12668.0,13,6,7637.53,51.0,0.2549019607843137,8.940960455270737,1,"Monthly, High-Value Buyers"
12670.0,20,2,764.24,281.0,0.0711743772241993,6.640189510115181,0,Seasonal Buyers
12671.0,241,1,2622.481,241.0,1.0,7.872257340866884,2,"Experimental / Hesitant, Lower-Value Buyers"
12672.0,230,1,211.15,230.0,1.0,5.357293571648334,2,"Experimental / Hesitant, Lower-Value Buyers"
12673.0,36,1,619.5,36.0,1.0,6.430525604644662,0,Seasonal Buyers
12675.0,188,2,958.5,25.0,7.52,6.8664123154477545,2,"Experimental / Hesitant, Lower-Value Buyers"
12676.0,43,3,1511.6999999999998,37.5,1.1466666666666667,7.321651412568153,0,Seasonal Buyers
12677.0,190,2,395.1,111.0,1.7117117117117118,5.981666704627871,2,"Experimental / Hesitant, Lower-Value Buyers"
12678.0,10,9,16652.72,32.0,0.3125,9.720388893876716,1,"Monthly, High-Value Buyers"
12681.0,2,24,17080.739999999998,13.0,0.15384615384615385,9.745765335690104,1,"Monthly, High-Value Buyers"
12682.0,0,23,11745.69,14.5,0.0,9.371326777759148,1,"Monthly, High-Value Buyers"
12683.0,0,7,4220.21,71.0,0.0,8.347877095788728,1,"Monthly, High-Value Buyers"
12686.0,6,1,89.14,6.0,1.0,4.501364017262502,0,Seasonal Buyers
12687.0,115,1,2138.91,115.0,1.0,7.668519051056749,0,Seasonal Buyers
12691.0,55,1,134.6,55.0,1.0,4.909709375506295,0,Seasonal Buyers
12692.0,272,1,110.95,272.0,1.0,4.718052343044764,2,"Experimental / Hesitant, Lower-Value Buyers"
12693.0,31,3,847.11,63.0,0.49206349206349204,6.743010344360515,0,Seasonal Buyers
12694.0,56,1,973.68,56.0,1.0,6.882109211998551,0,Seasonal Buyers
12695.0,163,3,825.02,68.5,2.3795620437956204,6.716618986302906,0,Seasonal Buyers
12696.0,69,2,851.91,74.0,0.9324324324324325,6.748654031960281,0,Seasonal Buyers
12698.0,225,1,339.75,225.0,1.0,5.831149070576642,2,"Experimental / Hesitant, Lower-Value Buyers"
12699.0,52,1,638.11,52.0,1.0,6.460076583537422,0,Seasonal Buyers
12701.0,164,4,1648.7,24.0,6.833333333333333,7.408348732181879,0,Seasonal Buyers
12703.0,268,3,722.98,25.5,10.509803921568627,6.584763767694766,2,"Experimental / Hesitant, Lower-Value Buyers"
12705.0,18,4,4893.8099999999995,29.0,0.6206896551724138,8.495930739093817,1,"Monthly, High-Value Buyers"
12708.0,3,9,2601.19,36.5,0.0821917808219178,7.864108677159832,1,"Monthly, High-Value Buyers"
12709.0,1,15,21356.82,26.0,0.038461538461538464,9.96917322794057,1,"Monthly, High-Value Buyers"
12711.0,246,2,1339.05,65.0,3.7846153846153845,7.200462205681664,2,"Experimental / Hesitant, Lower-Value Buyers"
12712.0,0,10,2797.5299999999997,29.0,0.0,7.936849558302542,1,"Monthly, High-Value Buyers"
12714.0,23,7,9384.85,64.5,0.35658914728682173,9.146958514977992,1,"Monthly, High-Value Buyers"
12717.0,225,1,277.93,225.0,1.0,5.630960854284337,2,"Experimental / Hesitant, Lower-Value Buyers"
12720.0,4,5,2478.94,38.0,0.10526315789473684,7.8159896453179725,1,"Monthly, High-Value Buyers"
12721.0,20,2,1356.9499999999998,86.0,0.23255813953488372,7.213731488589559,0,Seasonal Buyers
12724.0,18,3,1286.11,76.0,0.23684210526315788,7.160154674029237,0,Seasonal Buyers
12725.0,6,4,2266.7599999999998,43.0,0.13953488372093023,7.72654783914248,0,Seasonal Buyers
12726.0,22,4,1405.5,77.0,0.2857142857142857,7.248859627929911,0,Seasonal Buyers
12727.0,77,3,1698.8300000000002,106.0,0.7264150943396226,7.438283525043974,0,Seasonal Buyers
12728.0,18,1,233.84,18.0,1.0,5.458904431195985,0,Seasonal Buyers
12730.0,156,1,829.25,156.0,1.0,6.721726860256856,0,Seasonal Buyers
12731.0,77,5,6879.8,50.5,1.5247524752475248,8.83649020323727,1,"Monthly, High-Value Buyers"
12733.0,24,3,2040.92,150.0,0.16,7.621645820679982,0,Seasonal Buyers
12734.0,9,2,529.25,18.0,0.5,6.2733485934447915,0,Seasonal Buyers
12737.0,133,1,3710.5,133.0,1.0,8.219191386557602,0,Seasonal Buyers
12738.0,7,1,155.35,7.0,1.0,5.05209708390385,0,Seasonal Buyers
12739.0,20,2,1713.69,9.0,2.2222222222222223,7.446987585243848,0,Seasonal Buyers
12741.0,164,2,406.07,4.0,41.0,6.008985160825971,2,"Experimental / Hesitant, Lower-Value Buyers"
12742.0,260,1,1201.52,260.0,1.0,7.092174633858238,2,"Experimental / Hesitant, Lower-Value Buyers"
12744.0,94,2,4037.7700000000004,132.0,0.7121212121212122,8.303695469153682,0,Seasonal Buyers
12745.0,121,3,925.41,98.0,1.2346938775510203,6.8313169012337,0,Seasonal Buyers
12746.0,175,1,254.55,175.0,1.0,5.543418085214289,2,"Experimental / Hesitant, Lower-Value Buyers"
12747.0,4,16,5080.53,19.0,0.21052631578947367,8.533367676328966,1,"Monthly, High-Value Buyers"
12748.0,0,96,22879.66,3.0,0.0,10.038047291231537,1,"Monthly, High-Value Buyers"
12749.0,34,3,2806.48,61.0,0.5573770491803278,7.940042562811623,0,Seasonal Buyers
12751.0,79,1,268.27,79.0,1.0,5.595714593686387,0,Seasonal Buyers
12755.0,0,9,5218.709999999999,20.0,0.0,8.560197123777861,1,"Monthly, High-Value Buyers"
12758.0,94,5,7111.65,65.0,1.4461538461538461,8.869630167843134,1,"Monthly, High-Value Buyers"
12759.0,21,5,3489.3,67.0,0.31343283582089554,8.15774297138752,1,"Monthly, High-Value Buyers"
12760.0,90,1,347.8,90.0,1.0,5.8544986920348245,0,Seasonal Buyers
12761.0,92,2,782.95,7.0,13.142857142857142,6.664345242806459,0,Seasonal Buyers
12763.0,4,1,320.08,4.0,1.0,5.771690313263376,0,Seasonal Buyers
12765.0,107,6,1404.58,31.0,3.4516129032258065,7.248205307972568,0,Seasonal Buyers
12766.0,1,3,3078.65,20.5,0.04878048780487805,8.032571233146884,1,"Monthly, High-Value Buyers"
12767.0,10,1,949.82,10.0,1.0,6.857324770182772,0,Seasonal Buyers
12768.0,85,1,168.69000000000003,85.0,1.0,5.133973242984735,0,Seasonal Buyers
12770.0,91,1,1895.0,91.0,1.0,7.547501682814967,0,Seasonal Buyers
12771.0,120,1,282.3,120.0,1.0,5.646506406836471,0,Seasonal Buyers
12773.0,199,1,124.25,199.0,1.0,4.830311739964974,2,"Experimental / Hesitant, Lower-Value Buyers"
12774.0,170,1,98.7,170.0,1.0,4.602165676967792,2,"Experimental / Hesitant, Lower-Value Buyers"
12775.0,23,2,300.08,21.0,1.0952380952380953,5.707376010166331,0,Seasonal Buyers
12776.0,302,1,55.5,302.0,1.0,4.034240638152395,2,"Experimental / Hesitant, Lower-Value Buyers"
12777.0,92,1,519.45,92.0,1.0,6.254693821961477,0,Seasonal Buyers
12778.0,31,3,953.45,103.0,0.30097087378640774,6.861135258346911,0,Seasonal Buyers
12779.0,6,7,2740.91,65.0,0.09230769230769231,7.91641003682647,1,"Monthly, High-Value Buyers"
12780.0,233,1,337.4,233.0,1.0,5.824228627732068,2,"Experimental / Hesitant, Lower-Value Buyers"
12782.0,9,6,2287.32,21.0,0.42857142857142855,7.7355732028600315,1,"Monthly, High-Value Buyers"
12784.0,164,1,1230.33,164.0,1.0,7.1158501649948285,0,Seasonal Buyers
12785.0,170,2,788.45,196.0,0.8673469387755102,6.6713365004678975,2,"Experimental / Hesitant, Lower-Value Buyers"
12786.0,244,1,728.5,244.0,1.0,6.592359367962841,2,"Experimental / Hesitant, Lower-Value Buyers"
12787.0,48,1,398.52,48.0,1.0,5.990263826531463,0,Seasonal Buyers
12788.0,98,4,444.9,16.0,6.125,6.100094711633431,0,Seasonal Buyers
12789.0,147,2,181.5,181.0,0.8121546961325967,5.206750173022546,2,"Experimental / Hesitant, Lower-Value Buyers"
12790.0,45,1,266.93,45.0,1.0,5.5907257523639045,0,Seasonal Buyers
